Course Code,Prefix,Course ID,Course Title,Section,Seat Limit,Seat Used,Seat Left,Start Time,End Time,Instructor Name,Remark,Session,Day Number,Day,Midterm Date,Midterm Start,Midterm End,Final Date,Final Start,Final End,Order
ME1114,ME,6018,ENGINEERING WORKSHOP,641,40,19,5,13:30:00,16:30:00,KANIN SAWATDIRUKSA,***No Exam***,Afternoon,4,Wednesday,-,-,-,-,-,-,107
ME1114,ME,6018,ENGINEERING WORKSHOP,642,40,25,10,13:30:00,16:30:00,KANIN SAWATDIRUKSA,***No Exam***,Afternoon,5,Thursday,-,-,-,-,-,-,108
ME2211,ME,6022,ENGINEERING MECHANICS I,641,40,37,3,9:00:00,10:30:00,JIRADECH KONGTHON,,Morning,2,Monday,2025-08-04T00:00:00,9:00:00,11:00:00,2025-10-07T00:00:00,9:00:00,12:00:00,109
ME2220,ME,6023,ENGINEERING MECHANICS II,641,22,23,0,9:00:00,10:30:00,CHAIRAT KAMRUENG,,Morning,2,Monday,-,-,-,-,-,-,110
ME3120,ME,6027,MECHANICS OF MACHINERY,641,40,14,26,13:30:00,16:30:00,JIRADECH KONGTHON,,Afternoon,2,Monday,2025-08-05T00:00:00,15:00:00,17:00:00,2025-10-09T00:00:00,13:00:00,16:00:00,111
ME3311,ME,6031,PNEUMATIC AND HYDRAULIC SYSTEM,641,30,12,18,9:00:00,12:00:00,JIRAPOD JINTASORNROM,,Morning,4,Wednesday,2025-08-01T00:00:00,12:00:00,14:00:00,2025-10-06T00:00:00,9:00:00,12:00:00,112
ME3312,ME,6032,PNEUMATIC AND HYDRAULIC SYSTEMS LAB,641,12,9,3,13:30:00,16:30:00,JIRAPOD JINTASORNROM,***No Exam***,Afternoon,3,Tuesday,-,-,-,-,-,-,113
ITX3002,ITX,8894,INTRODUCTION TO INFORMATION TECHNOLOGY,241,30,22,8,13:30:00,16:30:00,PORNCHANOK VANICH,"Class start on Aug 04,2025 ,International Admissions(682xxxx)",Afternoon,3,Tuesday,2025-09-02T00:00:00,9:00:00,11:00:00,2025-10-01T00:00:00,13:00:00,16:00:00,114
CSX3001,CSX,8900,FUNDAMENTALS OF COMPUTER PROGRAMMING,Empty,,,,,,,,,,,,,,,,,115
CSX2003,CSX,8962,PRINCIPLES OF STATISTICS,Empty,,,,,,,,,,,,,,,,,116
CSX3002,CSX,8964,OBJECT-ORIENTED CONCEPTS AND PROGRAMMING,Empty,,,,,,,,,,,,,,,,,117
ITX2004,ITX,8968,UI/UX DESIGN AND PROTOTYPING,543,40,42,0,13:30:00,16:30:00,PAITOON PORNTRAKOON,,Afternoon,3,Tuesday,2025-08-06T00:00:00,9:00:00,11:00:00,2025-10-10T00:00:00,9:00:00,12:00:00,118
ITX2004,ITX,8968,UI/UX DESIGN AND PROTOTYPING,544,40,40,0,9:00:00,12:00:00,PAITOON PORNTRAKOON,,Morning,3,Tuesday,2025-08-06T00:00:00,9:00:00,11:00:00,2025-10-10T00:00:00,9:00:00,12:00:00,119
CSX3003,CSX,8999,DATA STRUCTURE AND ALGORITHMS,546,35,24,11,9:00:00,12:00:00,"LU, JINCHUN ",,Morning,2,Monday,2025-08-05T00:00:00,12:00:00,14:00:00,2025-10-09T00:00:00,9:00:00,12:00:00,120
CSX2006,CSX,9009,MATHEMATICS AND STATISTICS FOR DATA SCIENCE,Empty,,,,,,,,,,,,,,,,,121
CSX3004,CSX,9010,PROGRAMMING LANGUAGES,Empty,,,,,,,,,,,,,,,,,122
CSX3005,CSX,9011,COMPUTER NETWORKS,Empty,,,,,,,,,,,,,,,,,123
ITX3003,ITX,9015,BUSINESS SYSTEMS,Empty,,,,,,,,,,,,,,,,,124
CSX3007,CSX,9147,COMPUTER ARCHITECTURE,541,0,2,0,9:00:00,12:00:00,ANILKUMAR GOPALAKRISHNAN,IS. 204/2568 open for 6411361 only,Morning,1,Sunday,-,-,-,-,-,-,125
ITX4107,ITX,9217,WEB APPLICATION DEVELOPMENT,541,40,4,0,9:00:00,12:00:00,CHAYAPOL MOEMENG,Codeshare with CSX4107,Morning,4,Wednesday,2025-07-31T00:00:00,9:00:00,11:00:00,2025-10-02T00:00:00,9:00:00,12:00:00,126
ITX4107,ITX,9217,WEB APPLICATION DEVELOPMENT,542,40,6,0,13:30:00,16:30:00,CHAYAPOL MOEMENG,Codeshare with CSX4107,Afternoon,4,Wednesday,2025-07-31T00:00:00,9:00:00,11:00:00,2025-10-02T00:00:00,9:00:00,12:00:00,127
ITX3004,ITX,9220,INFORMATION SYSTEM ANALYSIS AND DESIGN,Empty,,,,,,,,,,,,,,,,,128
ITX4207,ITX,9224,DECISION SUPPORT AND RECOMMENDER SYSTEMS,541,50,3,17,9:00:00,12:00:00,RACHSUDA SETTHAWONG,For IT **Codeshared with CSX4207**,Morning,3,Tuesday,2025-08-06T00:00:00,12:00:00,14:00:00,2025-10-10T00:00:00,13:00:00,16:00:00,129
CSX4102,CSX,9228,SOFTWARE ENGINEERING,541,55,5,0,9:00:00,12:00:00,DARUN KESRARAT,For CS 62x 63x 64x,Morning,2,Monday,2025-08-01T00:00:00,9:00:00,11:00:00,2025-10-03T00:00:00,13:00:00,16:00:00,130
CSX4102,CSX,9228,SOFTWARE ENGINEERING,542,55,5,1,9:00:00,12:00:00,DARUN KESRARAT,For CS 62x 63x 64x,Morning,4,Wednesday,2025-08-01T00:00:00,9:00:00,11:00:00,2025-10-03T00:00:00,13:00:00,16:00:00,131
CSX3011,CSX,9233,SENIOR PROJECT II,541,35,39,0,13:30:00,16:30:00,KWANKAMOL NONGPONG,,Afternoon,1,Sunday,-,-,-,-,-,-,132
CSX3010,CSX,9240,SENIOR PROJECT I,541,54,56,0,9:00:00,12:00:00,KWANKAMOL NONGPONG,,Morning,1,Sunday,-,-,-,-,-,-,133
CSX4207,CSX,9246,DECISION SUPPORT AND RECOMMENDER SYSTEMS,Empty,,,,,,,,,,,,,,,,,134
CSX4108,CSX,9247,iOS APPLICATION DEVELOPMENT,541,40,28,9,9:00:00,12:00:00,KIRATIJUTA BHUMICHITR,***No Midterm Exam***UPDATED 04/07/2025,Morning,7,Saturday,-,-,-,2025-10-01T00:00:00,13:00:00,16:00:00,135
CSX2009,CSX,9249,CLOUD COMPUTING,Empty,,,,,,,,,,,,,,,,,136
ITX3009,ITX,9253,SENIOR PROJECT I,541,29,30,0,9:00:00,12:00:00,DARUN KESRARAT,,Morning,1,Sunday,-,-,-,-,-,-,137
ITX4108,ITX,9266,iOS APPLICATION DEVELOPMENT,541,40,3,9,9:00:00,12:00:00,KIRATIJUTA BHUMICHITR,Codeshare with CSX4108,Morning,7,Saturday,-,-,-,2025-10-01T00:00:00,13:00:00,16:00:00,138
ITX3007,ITX,9269,SOFTWARE ENGINEERING,Empty,,,,,,,,,,,,,,,,,139
ITX4104,ITX,9280,SOFTWARE TESTING,541,50,19,7,9:00:00,12:00:00,DARUN KESRARAT,For IT,Morning,5,Thursday,2025-08-05T00:00:00,15:00:00,17:00:00,2025-10-09T00:00:00,13:00:00,16:00:00,140
ITX4104,ITX,9280,SOFTWARE TESTING,542,50,14,2,13:30:00,16:30:00,DARUN KESRARAT,For IT,Afternoon,5,Thursday,2025-08-05T00:00:00,15:00:00,17:00:00,2025-10-09T00:00:00,13:00:00,16:00:00,141
CSX4107,CSX,9290,WEB APPLICATION DEVELOPMENT,Empty,,,,,,,,,,,,,,,,,142
CSX4203,CSX,9291,MACHINE LEARNING,Empty,,,,,,,,,,,,,,,,,143
ITX4504,ITX,9293,DIGITAL MARKETING,Empty,,,,,,,,,,,,,,,,,144
ITX3010,ITX,9295,SENIOR PROJECT II,541,18,18,0,13:30:00,16:30:00,DARUN KESRARAT,,Afternoon,1,Sunday,-,-,-,-,-,-,145
CSX4104,CSX,9298,SOFTWARE TESTING,Empty,,,,,,,,,,,,,,,,,146
ITX2009,ITX,9299,PRESENTATION AND DATA VISUALIZATION TECHNIQUES,541,55,38,6,9:00:00,12:00:00,SASITHORN CHOOKAEW,For IT,Morning,6,Friday,2025-08-04T00:00:00,15:00:00,17:00:00,2025-10-08T00:00:00,9:00:00,12:00:00,147
ITX2009,ITX,9299,PRESENTATION AND DATA VISUALIZATION TECHNIQUES,542,55,29,7,13:30:00,16:30:00,SASITHORN CHOOKAEW,For IT,Afternoon,6,Friday,2025-08-04T00:00:00,15:00:00,17:00:00,2025-10-08T00:00:00,9:00:00,12:00:00,148
CSX4401,CSX,9305,BUSINESS SYSTEMS,541,30,4,3,13:30:00,16:30:00,PANANT KRAIROJANANAN,For CS,Afternoon,3,Tuesday,2025-08-05T00:00:00,9:00:00,11:00:00,2025-10-08T00:00:00,13:00:00,16:00:00,149
CSX3009,CSX,9756,ALGORITHM DESIGN,Empty,,,,,,,,,,,,,,,,,150
CSX4601,CSX,9766,SELECTED TOPIC IN PRESENTATION AND DATA VISUALIZATION TECHNIQUES,Empty,,,,,,,,,,,,,,,,,151
ITX4606,ITX,10070,SLECTED TOPIC IN INTRODUCTION TO GAME DEVELOPMENT,541,40,6,1,9:00:00,12:00:00,CHAYAPOL MOEMENG,For IT***No Exam***,Morning,2,Monday,-,-,-,-,-,-,152
ITX4606,ITX,10070,SLECTED TOPIC IN INTRODUCTION TO GAME DEVELOPMENT,542,40,10,0,13:30:00,16:30:00,CHAYAPOL MOEMENG,For IT***No Exam***,Afternoon,2,Monday,-,-,-,-,-,-,153
EE4511,EE,10097,RENEWABLE ENERGY,641,30,11,19,13:30:00,16:30:00,SAJED HABIB,,Afternoon,3,Tuesday,2025-08-05T00:00:00,12:00:00,14:00:00,2025-10-09T00:00:00,9:00:00,12:00:00,154
ITX4213,ITX,10324,ARTIFICIAL INTELLIGENCE FOR BUSINESS,Empty,,,,,,,,,,,,,,,,,155
AE3121,AE,10360,CORE FLYING: SINGLE-ENGINE FLIGHT - GROUND,641,20,2,18,9:00:00,12:00:00,"- ",***No Exam***,Morning,2,Monday,-,-,-,-,-,-,156
AE3123,AE,10361,CORE FLYING: SINGLE-ENGINE FLIGHT - FLIGHT,641,20,2,18,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,2,Monday,-,-,-,-,-,-,157
AE3321,AE,10362,INTERMEDIATE FLYING: BASIC FLIGHT PERFORMANCE AND PLANNING,641,20,2,18,9:00:00,12:00:00,"- ",***No Exam***,Morning,3,Tuesday,-,-,-,-,-,-,158
AE3322,AE,10363,INTERMEDIATE FLYING: BASIC METEOROLOGY,641,20,2,18,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,3,Tuesday,-,-,-,-,-,-,159
AE3323,AE,10364,INTERMEDIATE FLYING: CREW RESOURCES MANAGEMENT AND FLIGHT SAFETY,641,20,2,18,9:00:00,12:00:00,"- ",***No Exam***,Morning,4,Wednesday,-,-,-,-,-,-,160
AE3324,AE,10365,INTERMEDIATE FLYING: BASIC HUMAN PERFORMANCE AND LIMITATIONS,401,20,2,18,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,4,Wednesday,-,-,-,-,-,-,161
AE3421,AE,10366,INTERMEDIATE FLYING: BASIC AND ADVANCED AERODYNAMICS,401,20,0,20,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,4,Wednesday,-,-,-,-,-,-,162
AE3521,AE,10367,INTERMEDIATE FLYING: BASIC POWER PLANTS AND INSTRUMENTATIONS,641,20,2,18,9:00:00,12:00:00,"- ",***No Exam***,Morning,5,Thursday,-,-,-,-,-,-,163
CSX4213,CSX,10467,COMPUTER VISION,Empty,,,,,,,,,,,,,,,,,164
CSX4515,CSX,10471,GAME DESIGN AND DEVELOPMENT,541,40,33,1,9:00:00,12:00:00,CHAYAPOL MOEMENG,For CS***No Exam***,Morning,2,Monday,-,-,-,-,-,-,165
CSX4515,CSX,10471,GAME DESIGN AND DEVELOPMENT,542,40,30,0,13:30:00,16:30:00,CHAYAPOL MOEMENG,For CS***No Exam***,Afternoon,2,Monday,-,-,-,-,-,-,166
ITX4215,ITX,10577,BUSINESS INSIGHTS AND VISUALIZATION,541,50,30,8,9:00:00,12:00:00,SUPPACHAI HOWIMANPORN,For IT **Codeshared with CSX4615**,Morning,6,Friday,2025-08-01T00:00:00,15:00:00,17:00:00,2025-10-06T00:00:00,13:00:00,16:00:00,167
ITX4215,ITX,10577,BUSINESS INSIGHTS AND VISUALIZATION,542,50,9,38,13:30:00,16:30:00,SUPPACHAI HOWIMANPORN,For IT **Codeshared with CSX4615**,Afternoon,6,Friday,2025-08-01T00:00:00,15:00:00,17:00:00,2025-10-06T00:00:00,13:00:00,16:00:00,168
AE2921,AE,10601,PROBLEM-BASED TRAINING IN AIRCRAFT MAINTENANCE I,641,20,5,15,13:30:00,16:30:00,RAPEE UJJIN,***No Exam***,Afternoon,7,Saturday,-,-,-,-,-,-,169
AE3122,AE,10603,THEORY OF SINGLE-ENGINE FLIGHT,641,20,0,20,9:00:00,12:00:00,"- ",***No Exam***,Morning,2,Monday,-,-,-,-,-,-,170
AE3124,AE,10604,BASIC FLYING: SINGLE/MULTI-ENGINE - GROUND,401,20,0,20,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,2,Monday,-,-,-,-,-,-,171
AE3220,AE,10605,BASIC FLYING: SINGLE/MULTI-ENGINE-FLIGHT I,641,20,0,20,9:00:00,12:00:00,"- ",***No Exam***,Morning,3,Tuesday,-,-,-,-,-,-,172
AE3221,AE,10606,BASIC FLYING: SINGLE/MULTI-ENGINE-FLIGHT II,641,20,0,20,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,3,Tuesday,-,-,-,-,-,-,173
AE3222,AE,10607,BASIC FLYING: MULTI-ENGINE OPERATIONS,641,20,0,20,9:00:00,12:00:00,"- ",***No Exam***,Morning,4,Wednesday,-,-,-,-,-,-,174
AE3722,AE,10608,FUNDAMENTAL AIRCRAFT: AERODYNAMICS,641,5,1,4,9:00:00,11:00:00,"- ",,Morning,6,Friday,-,-,-,-,-,-,175
AE3722,AE,10608,FUNDAMENTAL AIRCRAFT: AERODYNAMICS,651,1,1,0,0:00:00,0:00:00,NARONG APHIRATSAKUN,Aero Bildung Germany (Munich),Morning,1,Sunday,-,-,-,-,-,-,176
AE3723,AE,10609,FUNDAMENTAL AIRCRAFT: AIRCRAFT STRUCTURE,641,2,1,1,14:30:00,16:30:00,"- ",,Afternoon,2,Monday,-,-,-,-,-,-,177
AE3723,AE,10609,FUNDAMENTAL AIRCRAFT: AIRCRAFT STRUCTURE,651,1,1,0,0:00:00,0:00:00,NARONG APHIRATSAKUN,Aero Bildung Germany (Munich),Morning,1,Sunday,-,-,-,-,-,-,178
AE3724,AE,10610,FUNDAMENTAL AIRCRAFT: AIRCRAFT MATERIAL,641,2,1,1,11:00:00,13:00:00,"- ",,Afternoon,1,Sunday,-,-,-,-,-,-,179
AE3724,AE,10610,FUNDAMENTAL AIRCRAFT: AIRCRAFT MATERIAL,651,1,1,0,0:00:00,0:00:00,NARONG APHIRATSAKUN,Aero Bildung Germany (Munich),Morning,1,Sunday,-,-,-,-,-,-,180
AE3921,AE,10612,PROBLEM-BASED TRAINING IN AIRCRAFT MAINTENANCE III,641,20,1,19,16:30:00,19:30:00,"- ",***No Exam***,Afternoon,6,Friday,-,-,-,-,-,-,181
AE3921,AE,10612,PROBLEM-BASED TRAINING IN AIRCRAFT MAINTENANCE III,651,1,1,0,0:00:00,0:00:00,NARONG APHIRATSAKUN,Aero Bildung Germany (Munich),Morning,1,Sunday,-,-,-,-,-,-,182
AE3922,AE,10613,FUNDAMENTAL AIRCRAFT: PRACTICAL VERIFICATION,641,20,0,20,0:00:00,0:00:00,"- ",***Closed 14/06/2025**,Morning,1,Sunday,-,-,-,-,-,-,183
AE4321,AE,10614,"PERFORMANCE, MASS AND BALANCE AND OPERATIONAL PROCEDURES",641,20,2,18,9:00:00,12:00:00,"- ",***No Exam***,Morning,2,Monday,-,-,-,-,-,-,184
AE4322,AE,10615,INTERMEDIATE FLYING: METEOROLOGY AND PRINCIPLES OF FLIGHT,641,20,2,18,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,2,Monday,-,-,-,-,-,-,185
AE4421,AE,10616,INTERMEDIATE FLYING: AIRCRAFT GENERAL KNOWLEDGE,641,20,2,18,9:00:00,12:00:00,"- ",***No Exam***,Morning,3,Tuesday,-,-,-,-,-,-,186
AE4422,AE,10617,INTERMEDIATE FLYING: AIR LAW AND HUMAN PERFORMANCE,641,20,2,18,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,3,Tuesday,-,-,-,-,-,-,187
AE4521,AE,10618,INTERMEDIATE FLYING: GENERAL NAVIGATION AND FLIGHT PLANNING AND MONITORING,641,20,2,18,9:00:00,12:00:00,"- ",***No Exam***,Morning,4,Wednesday,-,-,-,-,-,-,188
AE4522,AE,10619,INTERMEDIATE FLYING: RADIO NAVIGATION AND RADIOTELEPHONY,641,20,2,18,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,4,Wednesday,-,-,-,-,-,-,189
AE4721,AE,10620,AIRCRAFT SYSTEM: FUEL SYSTEM,641,20,1,18,13:00:00,15:00:00,"- ",,Afternoon,7,Saturday,2025-07-30T00:00:00,12:00:00,14:00:00,2025-10-01T00:00:00,9:00:00,12:00:00,190
AE4721,AE,10620,AIRCRAFT SYSTEM: FUEL SYSTEM,651,1,1,0,0:00:00,0:00:00,NARONG APHIRATSAKUN,Aero Bildung Germany (Munich),Morning,1,Sunday,-,-,-,-,-,-,191
AE4722,AE,10621,AIRCRAFT SYSTEM: POWERPLANT,641,20,1,18,13:30:00,16:30:00,"- ",,Afternoon,7,Saturday,2025-08-04T00:00:00,12:00:00,14:00:00,2025-10-07T00:00:00,13:00:00,16:00:00,192
AE4722,AE,10621,AIRCRAFT SYSTEM: POWERPLANT,651,1,1,0,0:00:00,0:00:00,NARONG APHIRATSAKUN,Aero Bildung Germany (Munich),Morning,1,Sunday,-,-,-,-,-,-,193
AE4821,AE,10623,AIRCRAFT SYSTEM: AIRCRAFT ELECTRICAL SYSTEM,641,20,1,18,9:00:00,12:00:00,"- ",,Morning,1,Sunday,2025-08-06T00:00:00,9:00:00,11:00:00,2025-10-10T00:00:00,9:00:00,12:00:00,194
AE4821,AE,10623,AIRCRAFT SYSTEM: AIRCRAFT ELECTRICAL SYSTEM,651,1,1,0,0:00:00,0:00:00,NARONG APHIRATSAKUN,Aero Bildung Germany (Munich),Morning,1,Sunday,-,-,-,-,-,-,195
AE4921,AE,10624,AIRCRAFT MAINTENANCE: PRACTICAL VERIFICATION,641,1,1,0,16:30:00,19:30:00,"- ",,Afternoon,3,Tuesday,-,-,-,-,-,-,196
CSX4609,CSX,10707,SELECTED TOPIC IN AI FOR BUSINESS,541,50,11,3,13:30:00,16:30:00,RACHSUDA SETTHAWONG,For CS **Codeshared with ITX4213**,Afternoon,5,Thursday,-,-,-,-,-,-,197
CSX4609,CSX,10707,SELECTED TOPIC IN AI FOR BUSINESS,542,50,4,0,9:00:00,12:00:00,RACHSUDA SETTHAWONG,For CS **Codeshared with ITX4213**,Morning,5,Thursday,-,-,-,-,-,-,198
ITX4609,ITX,10713,SELECTED TOPIC IN AI FOR BUSINESS,541,50,5,3,13:30:00,16:30:00,RACHSUDA SETTHAWONG,For IT **Codeshared with ITX4213**,Afternoon,5,Thursday,-,-,-,-,-,-,199
ITX4609,ITX,10713,SELECTED TOPIC IN AI FOR BUSINESS,542,50,3,0,9:00:00,12:00:00,RACHSUDA SETTHAWONG,For IT **Codeshared with ITX4213**,Morning,5,Thursday,-,-,-,-,-,-,200
AE4711,AE,10771,COMMERCIAL FLIGHT I,641,20,2,18,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,5,Thursday,-,-,-,-,-,-,201
AE4712,AE,10772,COMMERCIAL FLIGHT II,641,20,2,18,9:00:00,12:00:00,"- ",***No Exam***,Morning,6,Friday,-,-,-,-,-,-,202
AE4713,AE,10773,COMMERCIAL FLIGHT III,641,20,2,18,12:00:00,15:00:00,"- ",***No Exam***,Afternoon,6,Friday,-,-,-,-,-,-,203
AE4714,AE,10774,COMMERCIAL FLIGHT IV,641,20,0,20,9:00:00,12:00:00,"- ",***No Exam***,Morning,5,Thursday,-,-,-,-,-,-,204
EE2410,EE,10845,ELECTRICAL MACHINE SYSTEMS,641,40,30,9,13:30:00,15:00:00,RATTHAPHOL HONGDILOKKUL,Pre-REQUISITE: EE2201 Electric Circuit.,Afternoon,3,Tuesday,2025-07-31T00:00:00,12:00:00,14:00:00,2025-10-02T00:00:00,13:00:00,16:00:00,205
EE2411,EE,10846,ELECTRICAL MACHINE SYSTEM LABORATORY,641,20,15,3,9:00:00,12:00:00,RATTHAPHOL HONGDILOKKUL,Co-REQUISITE: EE2410 Electrical Machine Systems (for EE2411) and EE2401 Electromechanical Energy Conversion (for EE2402). Exams will be arranged by the instructor.,Morning,6,Friday,-,-,-,-,-,-,206
EE2411,EE,10846,ELECTRICAL MACHINE SYSTEM LABORATORY,642,20,11,9,13:30:00,16:30:00,RATTHAPHOL HONGDILOKKUL,Co-REQUISITE: EE2410 Electrical Machine Systems (for EE2411) and EE2401 Electromechanical Energy Conversion (for EE2402). Exams will be arranged by the instructor.,Afternoon,6,Friday,-,-,-,-,-,-,207
EE3310,EE,10847,"SIGNALS, SYSTEMS AND COMMUNICATIONS",641,30,4,24,10:30:00,12:00:00,VORAPOJ PATANAVIJIT,Pre-REQUISITE: EE2201 Electric Circuits and BG2207 Engineering Mathematics.,Morning,3,Tuesday,2025-08-04T00:00:00,12:00:00,14:00:00,2025-10-07T00:00:00,13:00:00,16:00:00,208
MCE4201,MCE,10866,ADVANCED ROBOTICS AND CONTROL,641,40,5,35,13:30:00,16:30:00,JIRADECH KONGTHON,,Afternoon,4,Wednesday,2025-08-01T00:00:00,9:00:00,11:00:00,2025-10-03T00:00:00,13:00:00,16:00:00,209
MCE4911,MCE,10869,MECHATRONICS ENGINEERING AND ARTIFICIAL INTELLIGENCE PROJECT I,641,40,12,23,17:00:00,18:00:00,SNEHA PAUDEL,***No Exam***,Afternoon,5,Thursday,-,-,-,-,-,-,210
MCE4912,MCE,10870,MECHATRONICS ENGINEERING AND ARTIFICIAL INTELLIGENCE PROJECT II,641,40,3,34,18:00:00,19:00:00,SNEHA PAUDEL,***No Exam***,Afternoon,5,Thursday,-,-,-,-,-,-,211
CSX4615,CSX,11271,SELECTED TOPIC IN BUSINESS INSIGHTS AND VISUALIZATION,Empty,,,,,,,,,,,,,,,,,212
EG1005,EG,11451,3D MODELLING AND 3D PRINTING TECHNOLOGY,641,30,31,0,13:30:00,16:30:00,RAVIVAT RUGSAJ,***No Final Exam***,Afternoon,4,Wednesday,2025-08-05T00:00:00,15:00:00,17:00:00,-,-,-,213
MCE2103,MCE,11452,FUNDAMENTALS OF MECHATRONICS ENGINEERING LABORATORY,Empty,,,,,,,,,,,,,,,,,214
ME1116,ME,11453,ENGINEERING WORKSHOP,Empty,,,,,,,,,,,,,,,,,215
ME1115,ME,11454,ENGINEERING DRAWING AND COMPUTER AIDED DESIGN,Empty,,,,,,,,,,,,,,,,,216
ITX4283,ITX,11570,SELECTED TOPIC IN COMPUTER VISION,541,55,9,4,13:30:00,16:30:00,DOBRI BATOVSKI,For IT **Codeshared with CSX4213**,Afternoon,3,Tuesday,2025-07-31T00:00:00,12:00:00,14:00:00,2025-10-02T00:00:00,13:00:00,16:00:00,217
ITX4283,ITX,11570,SELECTED TOPIC IN COMPUTER VISION,542,55,10,3,13:30:00,16:30:00,DOBRI BATOVSKI,For IT **Codeshared with CSX4213**,Afternoon,5,Thursday,2025-07-31T00:00:00,12:00:00,14:00:00,2025-10-02T00:00:00,13:00:00,16:00:00,218
EG1004,EG,11757,ARTIFICIAL INTELLIGENCE FOR BEGINNERES,666,17,35,0,9:00:00,16:00:00,ANAND DERSINGH,"Class on June 23, 2025 - July 4 , 2025 (For AU SIMBA student)",Afternoon,2,Monday,-,-,-,-,-,-,219
EG1004,EG,11757,ARTIFICIAL INTELLIGENCE FOR BEGINNERES,667,15,31,0,9:00:00,16:00:00,ANAND DERSINGH,"Class on August 18-29, 2025 (For AU SIMBA student)",Afternoon,2,Monday,-,-,-,-,-,-,220
EG1004,EG,11757,ARTIFICIAL INTELLIGENCE FOR BEGINNERES,668,0,17,0,9:00:00,16:00:00,ANAND DERSINGH,"For AU SIMBA student, Class on July 21, 2025 - August 1 , 2025",Afternoon,2,Monday,-,-,-,-,-,-,221
ITX1007,ITX,11758,DATA ANALYTICS FOR ENTREPRENEURS,666,1,1,0,0:00:00,0:00:00,"- "," For SIMBA students only",Morning,1,Sunday,-,-,-,-,-,-,222
ITX1007,ITX,11758,DATA ANALYTICS FOR ENTREPRENEURS,667,1,3,0,0:00:00,0:00:00,"- "," For SIMBA students only",Morning,1,Sunday,-,-,-,-,-,-,223
ITX1007,ITX,11758,DATA ANALYTICS FOR ENTREPRENEURS,668,0,17,0,9:00:00,16:00:00,BENJAWAN SRISURA,"For AU SIMBA student, Class on July 7-18, 2025",Afternoon,2,Monday,-,-,-,-,-,-,224
ITX4285,ITX,11872,SELECTED TOPIC IN MACHINE LEARNING,541,55,9,5,13:30:00,16:30:00,ANILKUMAR GOPALAKRISHNAN,For IT **Codeshared with CSX4203**,Afternoon,6,Friday,2025-07-30T00:00:00,9:00:00,11:00:00,2025-09-30T00:00:00,13:00:00,16:00:00,225
ITX4285,ITX,11872,SELECTED TOPIC IN MACHINE LEARNING,542,55,6,1,9:00:00,12:00:00,ANILKUMAR GOPALAKRISHNAN,For IT **Codeshared with CSX4203**,Morning,6,Friday,2025-07-30T00:00:00,9:00:00,11:00:00,2025-09-30T00:00:00,13:00:00,16:00:00,226